LHipAngles,LKneeAngles,LAbsAnkleAngle,LAnkleAngles,RHipAngles,RKneeAngles,RAnkleAngles,RAbsAnkleAngle,LPelvisAngles,RPelvisAngles,LFootProgressAngles,RFootProgressAngles,          ,         ,LHipPower,   ,           ,LKneePower,   ,            ,LAnklePower,   ,            ,RHipPower,   ,           ,RKneePower,   ,            ,RAnklePower,   ,            ,LAnkleForce,            ,            ,RAnkleForce,           ,           ,RKneeForce,          ,       ,LKneeForce,           ,       ,RHipForce,        ,      ,LHipForce,       ,      ,LAnkleMoment,           ,          ,RAnkleMoment,           ,          ,RKneeMoment,        ,           ,LKneeMoment,        ,         ,RHipMoment,        ,        ,LHipMoment,        ,
-7.1023,5.1901,10.2029,10.2606,25.0818,43.4098,15.3874,15.1486,4.0068,4.0068,-87.5539,-86.785,-4.4533,-9.4854,0,0,0.023438,0,0,0.0039706,0,0,0.0072548,0,0,0.007059,0,0,-0.31049,0,0,0.0163,-0.14038,-0.014707,-0.0074537,-0.17759,-0.016093,-0.062524,-0.30281,-0.14295,0.5598,-0.12244,-0.03972,0.58004,0.6727,-0.20156,1.3411,-0.15285,0.37725,1.502,-17.7942,3.1186E-17,-1.9535,-21.4463,-7.4846E-17,-1.5496,-75.9567,53.5667,-1.5326,-19.4196,-10.2454,-1.5377,-102.889,145.7184,-46.8148,73.2158,112.4134,-6.9257
-7.3921,5.455,10.7189,10.7701,24.5318,40.1947,16.3086,15.688,4.0759,4.0759,-87.4219,-90.4924,-5.1934,-7.8813,0,0,0.028042,0,0,0.0046229,0,0,0.007457,0,0,0.02377,0,0,-0.37411,0,0,0.0079222,-0.14062,-0.014032,-0.0072661,-0.17854,-0.014948,-0.072987,-0.30858,-0.15702,0.58074,-0.133,-0.037184,0.57904,0.6504,-0.21589,1.3902,-0.17412,0.38269,1.5019,-17.8516,1.0003E-15,-1.8736,-19.9063,-8.4826E-16,0.067622,-92.5217,58.8153,-0.1686,-20.2939,-9.6777,-1.4762,-75.0153,158.2682,-45.266,83.8211,116.9429,-7.1218
-7.7058,5.7295,11.2401,11.285,23.832,37.0168,17.3959,16.2174,4.1327,4.1327,-87.2728,-94.0074,-5.9757,-6.157,0,0,0.034705,0,0,0.004833,0,0,0.0075324,0,0,0.043079,0,0,-0.41812,0,0,-0.000954,-0.14098,-0.013291,-0.0071564,-0.17569,-0.014595,-0.080107,-0.30616,-0.16838,0.59681,-0.14419,-0.034828,0.57849,0.62924,-0.22851,1.4316,-0.19724,0.38827,1.5037,-17.9298,-8.1629E-16,-1.7888,-17.5449,1.1414E-15,1.9455,-106.8839,64.1148,1.4544,-21.2689,-9.0092,-1.4071,-49.4377,166.7229,-42.6206,94.9597,121.6485,-7.3472
-8.0562,5.9853,11.7559,11.7947,23.0148,33.9512,18.5799,16.7067,4.1769,4.1769,-87.1085,-97.2463,-6.7564,-4.4403,0,0,0.043456,0,0,0.0045442,0,0,0.0074725,0,0,0.059503,0,0,-0.4343,0,0,-0.0080371,-0.14141,-0.012535,-0.0071534,-0.16928,-0.014813,-0.083279,-0.2948,-0.17495,0.60738,-0.15521,-0.032905,0.57845,0.61199,-0.23806,1.4629,-0.2206,0.3934,1.5075,-18.0077,-5.8669E-16,-1.7083,-14.4944,-1.2474E-15,3.7255,-117.2302,68.9127,3.0377,-22.3956,-8.2814,-1.3396,-29.5013,170.3437,-39.6075,105.8126,126.101,-7.6277
-8.4544,6.1972,12.256,12.2897,22.1144,31.0693,19.743,17.1089,4.2086,4.2086,-86.9305,-100.1157,-7.4709,-2.8544,0,0,0.053935,0,0,0.0037543,0,0,0.0072765,0,0,0.068956,0,0,-0.42088,0,0,-0.011939,-0.14187,-0.011849,-0.007265,-0.16011,-0.015123,-0.082763,-0.27551,-0.17544,0.61255,-0.1652,-0.031604,0.57908,0.60019,-0.24404,1.4844,-0.24265,0.39759,1.5133,-18.0642,8.021E-16,-1.6452,-11.0437,-9.9795E-17,5.0793,-122.711,72.6829,4.3053,-23.707,-7.5643,-1.2867,-17.1579,169.4536,-36.8298,115.5469,129.8852,-7.9829
-8.9083,6.3466,12.7322,12.7618,21.1651,28.4363,20.7359,17.3669,4.2276,4.2276,-86.7387,-102.5181,-8.0362,-1.4986,0,0,0.065292,0,0,0.0025245,0,0,0.0069661,0,0,0.069445,0,0,-0.38133,0,0,-0.012449,-0.14236,-0.011301,-0.0074703,-0.14928,-0.015041,-0.079256,-0.25002,-0.16981,0.61277,-0.17336,-0.03107,0.5805,0.59438,-0.24653,1.4969,-0.26173,0.40033,1.5212,-18.0881,-3.1098E-16,-1.6037,-7.5751,3.9918E-16,5.7937,-123.1842,74.9731,5.0633,-25.196,-6.945,-1.2535,-13.1256,164.8988,-34.5372,123.3292,132.5833,-8.4088
-9.4215,6.4242,13.1782,13.2053,20.1987,26.1071,21.4061,17.4222,4.2337,4.2337,-86.5316,-104.3607,-8.3633,-0.43387,0,0,0.076287,0,0,0.0010035,0,0,0.006574,0,0,0.060757,0,0,-0.32225,0,0,-0.010306,-0.14287,-0.010938,-0.0077421,-0.13802,-0.014325,-0.073469,-0.21977,-0.15902,0.60931,-0.17912,-0.03135,0.58276,0.59472,-0.24626,1.5023,-0.27671,0.40137,1.5306,-18.0637,-3.0835E-16,-1.5812,-4.502,7.9836E-16,5.8095,-118.8158,75.4098,5.225,-26.8543,-6.5017,-1.2379,-17.5457,157.6865,-32.6349,128.5681,133.9039,-8.8924
-9.9922,6.4317,13.5907,13.6167,19.243,24.1227,21.6281,17.223,4.2265,4.2265,-86.305,-105.5662,-8.3763,0.32284,0,0,0.085464,0,0,-0.00056958,0,0,0.0061312,0,0,0.044109,0,0,-0.25212,0,0,-0.0068388,-0.14338,-0.010797,-0.0080419,-0.12763,-0.013104,-0.065987,-0.18595,-0.14475,0.60392,-0.18214,-0.032415,0.58593,0.60091,-0.24468,1.5029,-0.2868,0.40055,1.5414,-17.9728,1.9803E-16,-1.575,-2.2256,5.9877E-16,5.2251,-109.9352,73.7584,4.8216,-28.6676,-6.2923,-1.2386,-30.0947,148.9292,-30.8248,130.8809,133.688,-9.4196
-10.6129,6.383,13.9681,13.9947,18.3202,22.5063,21.3274,16.7324,4.2055,4.2055,-86.0512,-106.0849,-8.0299,0.79645,0,0,0.091352,0,0,-0.0018617,0,0,0.0056644,0,0,0.021655,0,0,-0.18003,0,0,-0.0036208,-0.14389,-0.010854,-0.0083085,-0.11946,-0.011866,-0.057228,-0.14959,-0.12906,0.59891,-0.18223,-0.033964,0.59001,0.61229,-0.24363,1.5012,-0.29135,0.39827,1.5529,-17.8078,4.4908E-16,-1.5788,-1.0912,0,4.2755,-97.014,69.9723,4.012,-30.5837,-6.295,-1.2502,-50.0288,139.7759,-28.7333,129.9185,132.1219,-9.9646
-11.2702,6.3035,14.3103,14.3392,17.4468,21.2609,20.4893,15.9347,4.1705,4.1705,-85.7588,-105.9041,-7.3204,1.0427,0,0,0.092723,0,0,-0.0024448,0,0,0.0051954,0,0,-0.0037352,0,0,-0.11448,0,0,-0.0021245,-0.14446,-0.011033,-0.0084937,-0.11492,-0.011067,-0.047618,-0.11234,-0.11382,0.59666,-0.17939,-0.035531,0.59507,0.62728,-0.24477,1.5,-0.28968,0.39531,1.5649,-17.5774,2.3078E-16,-1.5831,-1.3761,-5.9877E-16,3.2513,-80.9107,64.1294,3.0425,-32.534,-6.4302,-1.2641,-75.6945,131.1443,-26.0198,125.3758,129.669,-10.4962
-11.9451,6.2306,14.6181,14.6514,16.6327,20.3703,19.1582,14.8421,4.1207,4.1207,-85.4126,-105.0572,-6.2868,1.1317,0,0,0.088795,0,0,-0.0018144,0,0,0.0047388,0,0,-0.028744,0,0,-0.06189,0,0,-0.0034499,-0.14513,-0.011219,-0.0085022,-0.11529,-0.010846,-0.037791,-0.076833,-0.10062,0.59904,-0.17362,-0.036493,0.60104,0.64281,-0.24941,1.5018,-0.2812,0.39272,1.5765,-17.2969,3.3681E-16,-1.5791,-3.2606,-1.9959E-16,2.3976,-62.9746,56.4983,2.1788,-34.3765,-6.5646,-1.272,-104.2451,123.6864,-22.5231,116.9088,127.0102,-10.9643
-12.6131,6.2123,14.8935,14.9332,15.882,19.8028,17.4309,13.5014,4.0558,4.0558,-84.9941,-103.6284,-5.0066,1.1295,0,0,0.0795,0,0,0.00052741,0,0,0.0042953,0,0,-0.050131,0,0,-0.025373,0,0,-0.0079646,-0.14591,-0.011305,-0.0081887,-0.12123,-0.010824,-0.028666,-0.046607,-0.090611,0.6068,-0.16502,-0.036219,0.60787,0.65457,-0.25808,1.5084,-0.2655,0.39176,1.5871,-16.969,6.0501E-16,-1.5674,-6.7443,4.9898E-17,1.8035,-44.9528,47.5933,1.6015,-35.9196,-6.5534,-1.2743,-131.8419,117.7936,-18.3692,104.2708,124.9336,-11.3137
-13.2452,6.3051,15.138,15.1864,15.193,19.5172,15.4494,11.9965,3.9758,3.9758,-84.482,-101.7509,-3.5878,1.0855,0,0,0.065844,0,0,0.0049493,0,0,0.0038401,0,0,-0.06546,0,0,-0.00436,0,0,-0.014825,-0.14673,-0.011169,-0.0074557,-0.13215,-0.010193,-0.021172,-0.025072,-0.084333,0.61888,-0.15404,-0.03401,0.61535,0.65773,-0.27023,1.5198,-0.24269,0.39393,1.5958,-16.573,8.6697E-16,-1.5524,-11.53,4.2413E-16,1.3666,-28.6095,38.1155,1.3309,-37.0229,-6.219,-1.2756,-154.4303,113.5269,-13.9471,87.5824,124.3662,-11.5146
-13.8089,6.5708,15.3505,15.4098,14.5589,19.4685,13.3891,10.4438,3.8808,3.8808,-83.852,-99.5957,-2.1557,1.0279,0,0,0.049998,0,0,0.011595,0,0,0.0033144,0,0,-0.073866,0,0,0.0045121,0,0,-0.021782,-0.14748,-0.010712,-0.0063092,-0.146,-0.0081645,-0.015808,-0.014088,-0.081567,0.63264,-0.1416,-0.029318,0.62331,0.6488,-0.28461,1.5338,-0.2138,0.40044,1.602,-16.0721,5.9877E-16,-1.5395,-16.9813,8.046E-16,0.88541,-15.2225,28.8103,1.2421,-37.6546,-5.4056,-1.281,-169.0733,110.7103,-9.75,67.5612,126.0941,-11.5782
-14.2699,7.072,15.5234,15.5962,13.9682,19.6113,11.4381,8.9767,3.7716,3.7716,-83.0749,-97.3501,-0.83361,0.96962,0,0,0.035004,0,0,0.020411,0,0,0.0026331,0,0,-0.076026,0,0,0.0057442,0,0,-0.025878,-0.1481,-0.0099031,-0.0049569,-0.15981,-0.0045688,-0.012462,-0.013281,-0.081544,0.64451,-0.12934,-0.021957,0.63152,0.62665,-0.29959,1.547,-0.18107,0.41204,1.6051,-15.4418,9.73E-16,-1.5291,-22.2274,1.1445E-15,0.23473,-5.3488,20.3814,1.1746,-37.9686,-4.0465,-1.2907,-174.6749,109.1055,-6.1946,45.7376,130.565,-11.5722
-14.594,7.8671,15.6403,15.7291,13.4065,19.9015,9.768,7.7224,3.6496,3.6496,-82.1156,-95.1904,0.27821,0.91704,0,0,0.023857,0,0,0.031305,0,0,0.0017011,0,0,-0.073509,0,0,0.0035068,0,0,-0.02498,-0.14859,-0.0087296,-0.0037595,-0.17061,-0.00016404,-0.010606,-0.020339,-0.083481,0.65122,-0.11926,-0.012004,0.63972,0.593,-0.31399,1.5558,-0.14727,0.42891,1.6051,-14.6896,-1.0479E-15,-1.5003,-26.4004,-5.4264E-16,-0.51288,1.1293,13.4948,1.0548,-38.2266,-2.1493,-1.2833,-172.0668,108.7631,-3.5216,24.1041,137.8645,-11.5841
-14.7496,9.0051,15.6736,15.7812,12.8571,20.2965,8.5034,6.7775,3.5169,3.5169,-80.9336,-93.2566,1.1202,0.87577,0,0,0.018497,0,0,0.044476,0,0,0.00043248,0,0,-0.068021,0,0,0.00074265,0,0,-0.019122,-0.14905,-0.0071979,-0.0033281,-0.17654,0.0036461,-0.0095774,-0.031897,-0.086942,0.6509,-0.11394,0.00022276,0.64749,0.55144,-0.32731,1.5576,-0.11615,0.45075,1.6022,-13.862,-2.4949E-17,-1.4097,-28.9387,-1.0104E-15,-1.1275,4.8461,8.7116,0.93445,-38.8817,0.21221,-1.2154,-163.4798,110.0291,-1.782,5.2709,147.75,-11.7397
-14.7101,10.5203,15.5856,15.7149,12.3037,20.7558,7.702,6.191,3.3762,3.3762,-79.4843,-91.6357,1.6796,0.85037,0,0,0.018624,0,0,0.060581,0,0,-0.0012401,0,0,-0.060915,0,0,-0.0011107,0,0,-0.010404,-0.14957,-0.0053487,-0.004386,-0.1774,0.0056987,-0.0088356,-0.044799,-0.091588,0.64385,-0.11585,0.014187,0.6542,0.50637,-0.33938,1.5522,-0.091216,0.47654,1.597,-13.0478,-7.4846E-17,-1.2046,-29.7525,-7.1104E-16,-1.4056,6.6276,6.2463,0.90359,-40.4103,2.9063,-1.034,-151.6947,113.0511,-0.88913,-8.2697,159.6182,-12.1569
-14.4563,12.4286,15.3308,15.4841,11.7321,21.2412,7.3547,5.9616,3.2311,3.2311,-77.7222,-90.3592,1.9832,0.84182,0,0,0.021392,0,0,0.080568,0,0,-0.0033773,0,0,-0.053045,0,0,-0.001825,0,0,-0.0015739,-0.15029,-0.0033143,-0.0076243,-0.1743,0.0058205,-0.0080418,-0.057117,-0.096498,0.6321,-0.12681,0.029117,0.65898,0.46156,-0.34929,1.5417,-0.074915,0.50483,1.5906,-12.385,4.9898E-17,-0.84447,-29.154,-7.4067E-16,-1.3255,7.1457,5.7219,0.97586,-43.1666,5.7282,-0.69639,-139.0309,117.0607,-0.6617,-14.7031,172.5671,-12.9086
-13.9775,14.7253,14.8614,15.0395,11.1317,21.719,7.402,6.0477,3.0852,3.0852,-75.6071,-89.4134,2.0827,0.84718,0,0,0.022162,0,0,0.10507,0,0,-0.0060805,0,0,-0.045005,0,0,-0.0017764,0,0,0.0053917,-0.15137,-0.0012783,-0.013556,-0.16881,0.0046731,-0.0070024,-0.068089,-0.1002,0.61843,-0.14769,0.043991,0.66082,0.41947,-0.35552,1.5293,-0.068399,0.53352,1.5843,-12.0739,-9.7924E-16,-0.31031,-27.6337,5.8303E-17,-1.0221,6.8336,6.3237,1.0836,-47.2341,8.411,-0.17858,-126.9488,120.5313,-0.85983,-13.2475,185.4205,-13.9736
-13.2729,17.3847,14.1367,14.3373,10.497,22.1611,7.7561,6.3825,2.9424,2.9424,-73.1124,-88.7547,2.0384,0.86164,0,0,0.016375,0,0,0.13317,0,0,-0.0095351,0,0,-0.037453,0,0,-0.0014116,0,0,0.0097677,-0.15302,0.00045176,-0.022186,-0.1624,0.0031444,-0.005665,-0.077637,-0.10127,0.60543,-0.17785,0.057412,0.65881,0.38173,-0.3565,1.5183,-0.070923,0.56014,1.5795,-12.3758,1.0479E-15,0.36451,-25.6786,-7.7965E-17,-0.66254,5.9357,7.1861,1.1501,-52.2006,10.5724,0.49658,-116.2293,121.8748,-1.2313,-4.6139,196.7581,-15.1781
-12.3514,20.361,13.1346,13.3504,9.8277,22.5462,8.3217,6.8898,2.8066,2.8066,-70.2376,-88.3243,1.9075,0.88049,0,0,0.0018232,0,0,0.16125,0,0,-0.014005,0,0,-0.031004,0,0,-0.00099181,0,0,0.011795,-0.15548,0.0014681,-0.032798,-0.15624,0.0019063,-0.0041349,-0.086072,-0.098957,0.59491,-0.21506,0.067692,0.65221,0.3489,-0.35147,1.511,-0.079932,0.58212,1.5775,-13.5826,0,1.0734,-23.6796,-1.8712E-16,-0.36122,4.5515,7.7062,1.1364,-57.0688,11.738,1.2404,-107.0222,120.1451,-1.5779,8.9318,205.0591,-16.1784
-11.2309,23.5898,11.8655,12.0837,9.1288,22.8605,9.0098,7.4964,2.6812,2.6812,-67.0221,-88.061,1.7362,0.89959,0,0,-0.019386,0,0,0.18254,0,0,-0.019682,0,0,-0.026045,0,0,-0.00061594,0,0,0.012152,-0.15892,0.0013729,-0.043772,-0.15105,0.0012986,-0.0026196,-0.093766,-0.093479,0.5877,-0.2552,0.073159,0.64068,0.32104,-0.34103,1.5085,-0.09101,0.59725,1.5784,-15.9331,5.9877E-16,1.6477,-21.902,-4.0854E-16,-0.17045,2.7244,7.6556,1.0374,-60.2417,11.443,1.9081,-99.167,115.3799,-1.8084,23.5782,208.961,-16.472
-9.9366,26.991,10.3835,10.5878,8.4094,23.0977,9.7471,8.1402,2.5692,2.5692,-63.5581,-87.9087,1.5569,0.91552,0,0,-0.040507,0,0,0.18819,0,0,-0.026272,0,0,-0.022613,0,0,-0.00033526,0,0,0.01154,-0.1632,-0.000052245,-0.052665,-0.14716,0.0013465,-0.0013194,-0.10093,-0.085787,0.58375,-0.29259,0.072444,0.62414,0.29791,-0.32686,1.5104,-0.098605,0.60379,1.5806,-19.4726,0,1.918,-20.4841,-6.5179E-16,-0.094876,0.52498,7.1058,0.86814,-59.7554,9.3548,2.3518,-92.4511,108.4165,-1.9277,34.601,207.3585,-15.4568
-8.5001,30.4716,8.7901,8.9648,7.6809,23.2577,10.4792,8.7747,2.4726,2.4726,-59.9958,-87.8219,1.3892,0.92566,0,0,-0.052545,0,0,0.17058,0,0,-0.03245,0,0,-0.020423,0,0,-0.00021002,0,0,0.010493,-0.16761,-0.0026279,-0.056797,-0.1446,0.0018434,-0.00035636,-0.10745,-0.077298,0.5824,-0.32092,0.065074,0.60229,0.27919,-0.31139,1.5153,-0.097801,0.60068,1.5798,-23.9111,1.1975E-15,1.8129,-19.472,3.8671E-16,-0.10828,-1.8885,6.3117,0.65736,-53.8262,5.4976,2.5012,-86.8027,100.6077,-1.999,37.7457,199.6776,-12.5956
-6.9562,33.9303,7.2229,7.3589,6.9561,23.346,11.1709,9.3695,2.3929,2.3929,-56.5338,-87.7672,1.2422,0.9283,0,0,-0.04858,0,0,0.12765,0,0,-0.03579,0,0,-0.018953,0,0,-0.00027983,0,0,0.0093391,-0.17076,-0.0056803,-0.054156,-0.14318,0.002522,0.00019505,-0.11318,-0.069482,0.58279,-0.33489,0.051996,0.5746,0.26468,-0.29713,1.5219,-0.086056,0.58819,1.5706,-28.5883,0,1.4228,-18.8397,6.8609E-16,-0.17744,-4.3556,5.5799,0.43156,-41.5661,0.4364,2.4087,-82.1994,93.4042,-2.1104,30.7625,186.2751,-7.6707
-5.3416,37.2604,5.8298,5.927,6.247,23.3717,11.8042,9.9094,2.3305,2.3305,-53.3928,-87.7228,1.1169,0.92297,0,0,-0.027778,0,0,0.066129,0,0,-0.033902,0,0,-0.017551,0,0,-0.00054185,0,0,0.0082499,-0.17112,-0.0081898,-0.044402,-0.14261,0.0031494,0.00029652,-0.11813,-0.063478,0.584,-0.33214,0.035765,0.54083,0.25348,-0.28602,1.5286,-0.064273,0.56797,1.5479,-32.6605,0,0.97248,-18.5124,9.6287E-16,-0.27038,-6.7721,5.1662,0.21303,-23.6143,-4.7543,2.2247,-78.3756,87.9542,-2.3375,14.4356,168.666,-1.0233
-3.6921,40.3548,4.7362,4.8016,5.5636,23.3462,12.3743,10.391,2.2853,2.2853,-50.78,-87.6771,1.0096,0.91059,0,0,0.0037205,0,0,0.00085991,0,0,-0.026164,0,0,-0.015735,0,0,-0.00094921,0,0,0.0072968,-0.16768,-0.0091884,-0.02932,-0.14253,0.003515,-0.00003253,-0.1224,-0.059966,0.58519,-0.31456,0.020075,0.502,0.24464,-0.27923,1.5342,-0.036148,0.54368,1.5109,-35.4009,3.9918E-16,0.7081,-18.3917,-9.9454E-16,-0.35196,-9.0556,5.2387,0.02754,-2.3095,-8.8238,2.1201,-75.0151,84.9726,-2.7166,-7.6323,149.6211,6.3903
-2.0413,43.1116,4.0185,4.0618,4.9135,23.2812,12.8853,10.8184,2.2564,2.2564,-48.8567,-87.6253,0.91374,0.89303,0,0,0.035938,0,0,-0.050629,0,0,-0.014468,0,0,-0.013353,0,0,-0.001416,0,0,0.0065016,-0.16046,-0.0082575,-0.012291,-0.14264,0.0035304,-0.00067392,-0.12599,-0.059031,0.58577,-0.2879,0.0084662,0.46088,0.23731,-0.27689,1.5378,-0.0060031,0.51994,1.4628,-36.4508,1.9959E-16,0.75902,-18.3873,6.7128E-16,-0.40079,-11.1187,5.8,-0.1107,18.8636,-10.8956,2.1908,-71.874,84.5491,-3.2264,-30.5377,132.4267,13.2526
-0.41899,45.4402,3.6947,3.7245,4.3007,23.1873,13.3459,11.1997,2.243,2.243,-47.7199,-87.5671,0.82231,0.87269,0,0,0.059884,0,0,-0.075908,0,0,-0.0021663,0,0,-0.010443,0,0,-0.001855,0,0,0.0058657,-0.15063,-0.0057874,0.0029283,-0.14276,0.0032663,-0.0014774,-0.12908,-0.06019,0.58545,-0.25956,0.0029533,0.42148,0.23059,-0.27832,1.5392,0.022997,0.50083,1.4104,-35.913,7.9836E-16,1.0657,-18.4388,-5.8864E-16,-0.41577,-12.9353,6.6919,-0.20526,36.3874,-10.8518,2.4002,-68.6609,86.2428,-3.802,-49.9326,119.7679,18.3398
1.1495,47.2678,3.733,3.755,3.7265,23.0733,13.7663,11.5444,2.2438,2.2438,-47.4026,-87.5045,0.72875,0.85213,0,0,0.071017,0,0,-0.07274,0,0,0.0078424,0,0,-0.0071254,0,0,-0.0022266,0,0,0.0053788,-0.14003,-0.0026248,0.013452,-0.14279,0.0028171,-0.0023678,-0.13194,-0.062855,0.58425,-0.23612,0.0037633,0.38824,0.22394,-0.28255,1.5387,0.050122,0.48894,1.3615,-34.2026,3.9918E-16,1.4375,-18.5061,-7.3287E-16,-0.39811,-14.5611,7.7581,-0.26061,47.7192,-9.1673,2.6114,-65.1246,89.4639,-4.3872,-63.378,113.1489,20.8334
2.6437,48.5443,4.0705,4.0882,3.1894,22.9452,14.1568,11.8618,2.2576,2.2576,-47.8855,-87.4409,0.6278,0.83339,0,0,0.069223,0,0,-0.048875,0,0,0.014185,0,0,-0.0034973,0,0,-0.0025444,0,0,0.005022,-0.13033,0.00033184,0.017894,-0.14271,0.0022688,-0.0033271,-0.13488,-0.066493,0.58227,-0.22151,0.0097593,0.36434,0.21668,-0.28866,1.5366,0.075629,0.48458,1.3218,-31.7808,1.9959E-16,1.6459,-18.564,6.7128E-16,-0.35175,-16.0974,8.8927,-0.283,51.7558,-6.5392,2.6458,-60.9974,93.675,-4.9525,-70.1586,112.6041,20.4459
4.0476,49.244,4.6299,4.6455,2.6857,22.8073,14.526,12.1599,2.283,2.283,-49.1109,-87.38,0.51568,0.81765,0,0,0.057584,0,0,-0.01759,0,0,0.016919,0,0,0.00025296,0,0,-0.0028491,0,0,0.0047756,-0.12279,0.0023839,0.016338,-0.14257,0.0017144,-0.0043344,-0.13803,-0.07062,0.57988,-0.2169,0.019263,0.35177,0.20897,-0.29579,1.5336,0.10063,0.48673,1.2948,-29.0473,2.9939E-16,1.5045,-18.6071,-6.9389E-16,-0.28937,-17.618,10.0121,-0.28648,48.7584,-3.5665,2.3479,-56.3089,98.3831,-5.4837,-70.9793,117.148,17.3944
5.3491,49.3657,5.3307,5.346,2.2103,22.6616,14.8809,12.4455,2.3191,2.3191,-50.9937,-87.3247,0.39017,0.80526,0,0,0.04062,0,0,0.0079807,0,0,0.017003,0,0,0.0039982,0,0,-0.0031863,0,0,0.0046229,-0.11835,0.0031356,0.010085,-0.14242,0.001212,-0.0053548,-0.14143,-0.074899,0.57744,-0.22081,0.030545,0.35126,0.20082,-0.30337,1.5305,0.12595,0.49323,1.2813,-26.3421,1.1975E-15,0.92331,-18.639,2.4091E-16,-0.22459,-19.1484,11.0742,-0.28565,40.1349,-0.64346,1.6419,-51.162,103.2458,-5.9806,-67.4403,125.0329,12.3493
6.5395,48.9299,6.0964,6.1135,1.7578,22.5094,15.2272,12.724,2.3647,2.3647,-53.4321,-87.2776,0.25019,0.79617,0,0,0.022588,0,0,0.019339,0,0,0.015728,0,0,0.007604,0,0,-0.0035875,0,0,0.0045448,-0.11764,0.0025903,0.0009393,-0.14233,0.00074851,-0.006322,-0.14488,-0.0791,0.57525,-0.23055,0.042335,0.36272,0.19269,-0.31102,1.5275,0.15224,0.50179,1.281,-23.968,-2.9939E-16,-0.05647,-18.6607,7.4418E-16,-0.16281,-20.6444,12.0699,-0.28678,27.8027,2.0971,0.57353,-45.8512,108.0443,-6.444,-61.4496,134.5218,6.1652
7.6128,47.9744,6.8606,6.882,1.322,22.3506,15.5689,12.9996,2.4188,2.4188,-56.3168,-87.2405,0.095756,0.79023,0,0,0.0065121,0,0,0.014089,0,0,0.014215,0,0,0.010985,0,0,-0.004066,0,0,0.0045212,-0.12084,0.0010502,-0.0092241,-0.1423,0.00027588,-0.0071477,-0.1481,-0.083135,0.57345,-0.24283,0.053825,0.385,0.18493,-0.3186,1.5249,0.17938,0.5107,1.2919,-22.1555,0,-1.2868,-18.6747,-4.8143E-16,-0.10308,-22.0129,13.0095,-0.28963,13.7861,4.6712,-0.70998,-40.7026,112.6878,-6.8725,-54.7172,144.2207,-0.29466
8.5656,46.5501,7.5717,7.6012,0.89748,22.185,15.9088,13.2752,2.4806,2.4806,-59.5405,-87.2139,-0.07236,0.78754,0,0,-0.0060893,0,0,-0.0051511,0,0,0.013113,0,0,0.014117,0,0,-0.0046268,0,0,0.0045384,-0.12764,-0.0010786,-0.018925,-0.14234,-0.00020244,-0.0077987,-0.15094,-0.086836,0.57201,-0.25477,0.064402,0.41615,0.17772,-0.32588,1.5225,0.20651,0.51863,1.3118,-21.0297,-7.9836E-16,-2.5757,-18.6869,2.7288E-18,-0.045235,-23.2246,13.8657,-0.29457,-0.21362,7.0861,-2.0204,-35.8725,117.0239,-7.2566,-48.3546,153.1367,-6.3055
9.3961,44.7151,8.1949,8.238,0.47878,22.0115,16.2494,13.5531,2.549,2.549,-63.0051,-87.1984,-0.2532,0.78849,0,0,-0.014835,0,0,-0.033033,0,0,0.012568,0,0,0.016981,0,0,-0.0052593,0,0,0.0045878,-0.13718,-0.0033997,-0.027184,-0.14242,-0.0006798,-0.0082607,-0.15335,-0.089998,0.57089,-0.26407,0.073692,0.45343,0.17114,-0.33254,1.5203,0.23228,0.52502,1.3381,-20.5909,3.9918E-16,-3.7478,-18.6959,2.261E-17,0.0164,-24.2926,14.5989,-0.2964,-12.9299,9.3282,-3.1882,-31.4171,120.8668,-7.5803,-42.9122,160.7549,-11.3819
10.1044,42.5299,8.7125,8.777,0.061353,21.8293,16.5926,13.8351,2.6228,2.6228,-66.6265,-87.1938,-0.44578,0.7932,0,0,-0.020169,0,0,-0.063998,0,0,0.012407,0,0,0.019556,0,0,-0.0059321,0,0,0.0046556,-0.14833,-0.0055815,-0.033645,-0.14248,-0.0011622,-0.0085252,-0.15525,-0.092507,0.57002,-0.26944,0.081576,0.49375,0.16524,-0.33841,1.5183,0.25489,0.52992,1.3681,-20.7378,7.9836E-16,-4.6766,-18.6848,3.7501E-16,0.087416,-25.229,15.1991,-0.28967,-23.6786,11.4238,-4.0942,-27.4106,124.1154,-7.8384,-38.29,167.0355,-15.352
10.6918,40.0534,9.1218,9.2183,-0.35839,21.6383,16.9398,14.1222,2.7009,2.7009,-70.3364,-87.1995,-0.64891,0.80125,0,0,-0.022908,0,0,-0.094163,0,0,0.012346,0,0,0.021775,0,0,-0.0065923,0,0,0.0047261,-0.15982,-0.0073502,-0.03855,-0.14244,-0.0016462,-0.0085789,-0.15648,-0.094276,0.5693,-0.2707,0.088086,0.53387,0.16036,-0.34332,1.5164,0.27254,0.53361,1.3995,-21.2914,3.9918E-16,-5.2799,-18.6423,-8.2682E-16,0.16494,-26.0217,15.6604,-0.2769,-32.4052,13.4873,-4.6637,-24.0178,126.687,-8.0322,-33.7595,172.2392,-18.3241
